ID,Sex,Region,Children,Est_Income,AgeGroup,Car_Owner,Status
75.000000,F,1.000000,0.000000,68427.400000,3.000000,N,S
77.000000,M,1.000000,0.000000,3601.710000,3.000000,N,S
78.000000,F,1.000000,0.000000,72642.600000,2.000000,N,M
79.000000,F,1.000000,0.000000,98716.300000,4.000000,N,S
80.000000,F,3.000000,2.000000,66182.700000,4.000000,Y,S
81.000000,F,3.000000,2.000000,84789.300000,3.000000,N,M
83.000000,F,3.000000,2.000000,35976.500000,3.000000,Y,M
84.000000,F,1.000000,0.000000,32703.100000,5.000000,Y,M
85.000000,F,2.000000,1.000000,77129.100000,4.000000,Y,M
86.000000,F,3.000000,2.000000,8204.720000,4.000000,N,M
87.000000,M,2.000000,1.000000,97180.400000,3.000000,N,M
88.000000,F,1.000000,0.000000,80405.100000,4.000000,N,M
89.000000,F,3.000000,2.000000,38280.000000,2.000000,N,S
90.000000,M,1.000000,0.000000,64136.600000,4.000000,Y,S
92.000000,F,3.000000,2.000000,45429.700000,4.000000,Y,M
94.000000,F,1.000000,0.000000,25285.500000,4.000000,N,S
95.000000,F,3.000000,2.000000,77551.100000,2.000000,Y,M
96.000000,F,1.000000,0.000000,38538.400000,1.000000,N,M
97.000000,F,1.000000,0.000000,69350.500000,4.000000,Y,S
104.000000,M,3.000000,2.000000,43634.500000,1.000000,N,S
108.000000,F,2.000000,1.000000,13109.100000,4.000000,N,S
109.000000,M,2.000000,1.000000,92647.500000,4.000000,N,S
110.000000,F,3.000000,2.000000,21021.600000,4.000000,Y,S
111.000000,M,1.000000,0.000000,74460.700000,4.000000,Y,S
114.000000,F,3.000000,2.000000,28787.400000,3.000000,N,S
117.000000,M,2.000000,1.000000,13091.600000,4.000000,N,M
120.000000,F,3.000000,2.000000,62061.800000,3.000000,Y,M
121.000000,F,2.000000,1.000000,20550.900000,1.000000,Y,M
124.000000,M,3.000000,2.000000,1765.410000,1.000000,N,M
127.000000,F,3.000000,2.000000,19131.100000,4.000000,N,S
130.000000,F,3.000000,2.000000,83073.700000,3.000000,N,S
133.000000,M,3.000000,2.000000,42750.300000,3.000000,Y,M
135.000000,F,3.000000,2.000000,2842.550000,3.000000,N,S
136.000000,M,3.000000,2.000000,22358.100000,4.000000,N,M
138.000000,M,1.000000,0.000000,47870.800000,2.000000,Y,M
139.000000,F,3.000000,2.000000,6440.460000,4.000000,Y,S
140.000000,F,1.000000,0.000000,7325.500000,2.000000,N,S
142.000000,M,3.000000,2.000000,28766.900000,3.000000,N,M
148.000000,M,3.000000,2.000000,91272.200000,1.000000,Y,M
154.000000,M,1.000000,0.000000,65000.000000,3.000000,Y,S
158.000000,M,3.000000,2.000000,1406.050000,1.000000,Y,M
160.000000,F,1.000000,0.000000,73228.300000,4.000000,N,S
161.000000,F,3.000000,2.000000,76231.900000,4.000000,N,S
166.000000,M,2.000000,1.000000,64792.300000,4.000000,N,M
169.000000,F,1.000000,0.000000,93322.100000,3.000000,Y,S
174.000000,M,2.000000,1.000000,63437.300000,4.000000,N,M
178.000000,M,3.000000,2.000000,49910.700000,4.000000,Y,M
180.000000,M,1.000000,0.000000,76161.400000,3.000000,Y,M
181.000000,F,3.000000,2.000000,55860.000000,1.000000,Y,M
182.000000,F,2.000000,1.000000,12686.000000,5.000000,N,S
190.000000,M,3.000000,2.000000,57360.800000,4.000000,Y,M
191.000000,M,1.000000,0.000000,92414.700000,3.000000,Y,M
192.000000,M,2.000000,1.000000,60102.700000,3.000000,N,M
194.000000,F,3.000000,2.000000,17888.700000,4.000000,N,M
195.000000,F,2.000000,1.000000,12526.300000,4.000000,N,S
198.000000,F,3.000000,2.000000,14578.800000,4.000000,Y,S
201.000000,M,1.000000,0.000000,78572.200000,3.000000,Y,M
203.000000,F,3.000000,2.000000,48238.800000,2.000000,N,M
205.000000,F,1.000000,0.000000,28770.900000,1.000000,N,M
206.000000,F,3.000000,2.000000,87578.200000,4.000000,Y,M
207.000000,F,3.000000,2.000000,86695.400000,1.000000,N,M
209.000000,F,3.000000,2.000000,76791.200000,4.000000,N,S
213.000000,F,1.000000,0.000000,30763.800000,1.000000,Y,D
214.000000,F,3.000000,2.000000,3193.600000,4.000000,N,M
215.000000,M,2.000000,1.000000,69680.900000,1.000000,N,M
218.000000,F,1.000000,0.000000,83287.000000,3.000000,N,M
219.000000,M,1.000000,0.000000,2056.060000,1.000000,Y,S
220.000000,F,3.000000,2.000000,7776.600000,2.000000,N,M
221.000000,M,2.000000,1.000000,2067.820000,3.000000,N,M
222.000000,M,1.000000,0.000000,66666.000000,4.000000,N,S
224.000000,F,3.000000,2.000000,69343.300000,3.000000,N,M
225.000000,F,1.000000,0.000000,77000.000000,4.000000,N,M
228.000000,F,1.000000,0.000000,14932.500000,4.000000,N,M
229.000000,F,1.000000,0.000000,27498.100000,3.000000,N,S
231.000000,F,3.000000,2.000000,21419.900000,4.000000,N,M
232.000000,F,3.000000,2.000000,30665.200000,1.000000,Y,M
233.000000,F,2.000000,1.000000,66000.000000,4.000000,Y,M
234.000000,F,3.000000,2.000000,50561.300000,4.000000,N,M
236.000000,F,3.000000,2.000000,23464.000000,5.000000,Y,S
237.000000,F,3.000000,2.000000,194.570000,3.000000,N,M
238.000000,F,2.000000,1.000000,98680.400000,4.000000,Y,M
239.000000,M,2.000000,1.000000,65619.700000,3.000000,Y,M
240.000000,F,2.000000,1.000000,95620.300000,4.000000,Y,M
241.000000,F,1.000000,0.000000,85275.000000,3.000000,N,S
242.000000,F,2.000000,1.000000,66921.400000,3.000000,Y,M
243.000000,F,2.000000,1.000000,98453.600000,3.000000,Y,M
244.000000,F,3.000000,2.000000,94026.800000,2.000000,Y,M
246.000000,F,3.000000,2.000000,57420.000000,4.000000,Y,S
247.000000,M,1.000000,0.000000,77000.000000,3.000000,N,M
249.000000,M,3.000000,2.000000,47639.100000,3.000000,N,M
250.000000,F,3.000000,2.000000,63234.500000,4.000000,Y,M
254.000000,F,3.000000,2.000000,18296.400000,3.000000,Y,M
255.000000,F,1.000000,0.000000,39461.000000,1.000000,N,S
257.000000,F,2.000000,1.000000,68000.000000,4.000000,N,S
260.000000,F,3.000000,2.000000,52957.000000,3.000000,Y,M
261.000000,F,3.000000,2.000000,86747.100000,5.000000,N,S
263.000000,F,2.000000,1.000000,87404.600000,4.000000,N,M
264.000000,M,3.000000,2.000000,20919.000000,2.000000,N,S
265.000000,F,3.000000,2.000000,85394.000000,1.000000,Y,M
266.000000,F,1.000000,0.000000,2121.360000,3.000000,N,S
267.000000,F,3.000000,2.000000,63566.100000,4.000000,Y,M
270.000000,F,1.000000,0.000000,89813.600000,1.000000,N,S
271.000000,F,3.000000,2.000000,25738.400000,3.000000,N,M
272.000000,F,3.000000,2.000000,82644.200000,2.000000,Y,M
273.000000,F,2.000000,1.000000,27783.600000,1.000000,N,S
276.000000,F,3.000000,2.000000,60485.500000,3.000000,N,M
279.000000,F,3.000000,2.000000,809.430000,2.000000,Y,M
280.000000,M,2.000000,1.000000,76529.800000,4.000000,N,S
281.000000,F,3.000000,2.000000,34577.700000,4.000000,N,M
283.000000,F,1.000000,0.000000,80000.000000,3.000000,N,M
284.000000,F,3.000000,2.000000,19008.400000,4.000000,Y,S
285.000000,F,1.000000,0.000000,98056.300000,4.000000,N,M
286.000000,M,1.000000,0.000000,73400.000000,5.000000,Y,M
288.000000,M,1.000000,0.000000,78894.200000,2.000000,N,M
289.000000,M,2.000000,1.000000,16432.100000,1.000000,Y,S
290.000000,M,1.000000,0.000000,62797.900000,4.000000,N,M
291.000000,M,2.000000,1.000000,71329.900000,3.000000,Y,S
295.000000,F,1.000000,0.000000,20913.600000,4.000000,N,S
298.000000,F,2.000000,1.000000,540.400000,3.000000,Y,S
302.000000,M,3.000000,2.000000,67339.800000,1.000000,N,M
304.000000,M,2.000000,1.000000,75799.900000,3.000000,N,M
305.000000,F,3.000000,2.000000,15688.500000,4.000000,N,S
306.000000,F,1.000000,0.000000,43382.300000,1.000000,N,S
308.000000,F,1.000000,0.000000,5185.310000,4.000000,N,S
309.000000,F,1.000000,0.000000,41000.000000,1.000000,N,S
310.000000,F,1.000000,0.000000,32098.000000,1.000000,N,S
312.000000,F,3.000000,2.000000,80087.700000,3.000000,N,M
313.000000,F,3.000000,2.000000,59691.300000,2.000000,N,M
315.000000,F,3.000000,2.000000,11251.100000,4.000000,Y,S
317.000000,M,1.000000,0.000000,70908.700000,3.000000,N,M
318.000000,M,1.000000,0.000000,94928.300000,3.000000,N,S
320.000000,F,3.000000,2.000000,50622.300000,3.000000,N,M
322.000000,M,1.000000,0.000000,78000.000000,4.000000,Y,M
326.000000,M,1.000000,0.000000,100020.000000,4.000000,Y,M
329.000000,F,2.000000,1.000000,56722.800000,4.000000,N,M
331.000000,M,2.000000,1.000000,80000.000000,4.000000,N,M
332.000000,F,3.000000,2.000000,3416.620000,1.000000,Y,S
333.000000,F,1.000000,0.000000,73400.000000,4.000000,Y,M
334.000000,M,1.000000,0.000000,120000.000000,4.000000,Y,M
335.000000,F,3.000000,2.000000,8032.160000,3.000000,N,M
336.000000,F,2.000000,1.000000,93454.300000,3.000000,Y,S
337.000000,M,1.000000,0.000000,5745.000000,1.000000,Y,M
338.000000,F,1.000000,0.000000,83287.000000,5.000000,N,S
339.000000,F,1.000000,0.000000,92564.100000,3.000000,Y,S
341.000000,M,1.000000,0.000000,86448.200000,2.000000,Y,S
343.000000,F,3.000000,2.000000,48322.500000,3.000000,Y,M
346.000000,F,3.000000,2.000000,81913.800000,3.000000,Y,M
349.000000,F,1.000000,0.000000,919.930000,3.000000,N,S
350.000000,F,3.000000,2.000000,69486.800000,2.000000,N,M
351.000000,F,3.000000,2.000000,24482.800000,2.000000,N,M
353.000000,F,1.000000,0.000000,14573.600000,5.000000,N,M
354.000000,F,3.000000,2.000000,92103.800000,4.000000,N,M
355.000000,F,3.000000,2.000000,8392.140000,2.000000,Y,S
356.000000,F,1.000000,0.000000,17138.200000,4.000000,N,S
358.000000,F,3.000000,2.000000,47010.100000,4.000000,N,M
360.000000,F,2.000000,1.000000,67239.400000,3.000000,N,S
361.000000,M,2.000000,1.000000,69406.700000,2.000000,Y,M
363.000000,F,3.000000,2.000000,83259.300000,3.000000,N,M
365.000000,M,3.000000,2.000000,60095.200000,1.000000,Y,S
370.000000,F,3.000000,2.000000,2185.600000,4.000000,N,M
372.000000,M,2.000000,1.000000,76511.300000,4.000000,N,M
374.000000,F,2.000000,1.000000,6946.070000,1.000000,N,M
375.000000,F,3.000000,2.000000,11234.700000,3.000000,Y,M
377.000000,F,3.000000,2.000000,36660.900000,3.000000,Y,M
379.000000,F,3.000000,2.000000,68462.800000,2.000000,N,M
382.000000,F,3.000000,2.000000,72841.300000,3.000000,N,M
383.000000,F,3.000000,2.000000,63670.800000,3.000000,Y,M
384.000000,M,1.000000,0.000000,83287.000000,3.000000,N,S
385.000000,F,2.000000,1.000000,66000.000000,3.000000,Y,S
386.000000,M,1.000000,0.000000,12387.600000,4.000000,N,M
388.000000,F,2.000000,1.000000,82931.300000,5.000000,N,M
389.000000,F,3.000000,2.000000,57483.900000,3.000000,N,M
391.000000,F,3.000000,2.000000,21274.000000,3.000000,N,S
392.000000,F,3.000000,2.000000,28267.000000,2.000000,N,M
394.000000,F,3.000000,2.000000,36725.100000,4.000000,N,M
398.000000,M,2.000000,1.000000,94188.300000,4.000000,N,S
401.000000,F,3.000000,2.000000,91861.000000,3.000000,Y,M
404.000000,F,2.000000,1.000000,12374.900000,2.000000,Y,S
405.000000,F,3.000000,2.000000,69133.900000,2.000000,Y,M
407.000000,F,3.000000,2.000000,84948.000000,2.000000,Y,M
408.000000,F,3.000000,2.000000,30998.800000,3.000000,N,M
410.000000,M,1.000000,0.000000,15924.200000,1.000000,N,S
414.000000,M,3.000000,2.000000,21416.500000,2.000000,N,M
418.000000,M,3.000000,2.000000,78554.200000,1.000000,N,M
419.000000,M,2.000000,1.000000,3960.500000,1.000000,N,S
421.000000,M,1.000000,0.000000,60101.100000,4.000000,Y,M
422.000000,F,3.000000,2.000000,38215.900000,2.000000,N,M
423.000000,F,2.000000,1.000000,13829.400000,1.000000,N,M
424.000000,F,3.000000,2.000000,49745.300000,3.000000,N,M
426.000000,F,3.000000,2.000000,88427.000000,1.000000,N,M
427.000000,F,3.000000,2.000000,98003.700000,2.000000,Y,M
428.000000,M,1.000000,0.000000,89142.700000,2.000000,N,S
429.000000,F,1.000000,0.000000,74530.800000,4.000000,N,S
431.000000,F,1.000000,0.000000,35000.000000,1.000000,N,S
436.000000,F,3.000000,2.000000,76289.200000,3.000000,N,M
438.000000,M,2.000000,1.000000,66931.900000,4.000000,N,M
439.000000,F,2.000000,1.000000,9309.570000,1.000000,Y,D
440.000000,F,2.000000,1.000000,14085.500000,1.000000,N,M
441.000000,F,1.000000,0.000000,32962.600000,1.000000,N,S
442.000000,F,1.000000,0.000000,40000.000000,1.000000,N,S
443.000000,F,3.000000,2.000000,33330.000000,1.000000,N,S
444.000000,F,2.000000,1.000000,32098.000000,1.000000,N,S
445.000000,F,3.000000,2.000000,30090.000000,1.000000,N,S
446.000000,F,2.000000,1.000000,40120.000000,1.000000,N,S
450.000000,F,3.000000,2.000000,90271.600000,3.000000,N,M
455.000000,F,3.000000,2.000000,64816.600000,2.000000,Y,M
456.000000,F,3.000000,2.000000,98217.100000,3.000000,N,M
458.000000,F,2.000000,1.000000,2929.130000,4.000000,N,S
460.000000,F,3.000000,2.000000,41876.600000,3.000000,Y,M
461.000000,M,1.000000,0.000000,96223.400000,5.000000,Y,M
462.000000,F,1.000000,0.000000,15989.300000,4.000000,N,S
463.000000,M,1.000000,0.000000,69168.400000,4.000000,Y,M
464.000000,M,2.000000,1.000000,92148.500000,2.000000,Y,M
465.000000,M,1.000000,0.000000,96681.000000,1.000000,Y,M
466.000000,M,1.000000,0.000000,62705.900000,2.000000,Y,S
467.000000,M,1.000000,0.000000,80221.200000,2.000000,N,S
468.000000,M,1.000000,0.000000,84479.200000,2.000000,N,S
469.000000,F,3.000000,2.000000,64977.400000,2.000000,N,M
470.000000,F,1.000000,0.000000,77994.000000,3.000000,N,M
471.000000,M,3.000000,2.000000,90103.700000,2.000000,N,M
472.000000,F,1.000000,0.000000,59008.400000,2.000000,Y,M
473.000000,M,3.000000,2.000000,5265.350000,4.000000,N,M
474.000000,M,2.000000,1.000000,84978.100000,1.000000,N,S
475.000000,F,3.000000,2.000000,36647.900000,3.000000,N,M
476.000000,F,1.000000,0.000000,64319.200000,3.000000,N,S
477.000000,F,2.000000,1.000000,73338.000000,3.000000,N,S
478.000000,F,1.000000,0.000000,433.740000,4.000000,N,S
479.000000,F,3.000000,2.000000,16962.200000,3.000000,N,M
481.000000,M,3.000000,2.000000,10708.300000,2.000000,N,M
484.000000,F,1.000000,0.000000,2031.610000,1.000000,N,M
488.000000,F,3.000000,2.000000,16938.500000,4.000000,N,S
491.000000,F,1.000000,0.000000,55221.000000,3.000000,N,M
492.000000,F,2.000000,1.000000,8073.110000,3.000000,N,M
493.000000,M,2.000000,1.000000,95448.600000,4.000000,Y,M
494.000000,M,2.000000,1.000000,24141.500000,1.000000,Y,S
495.000000,M,3.000000,2.000000,63152.600000,4.000000,Y,S
497.000000,M,3.000000,2.000000,72084.700000,4.000000,N,S
498.000000,F,1.000000,0.000000,42760.500000,3.000000,N,S
499.000000,F,2.000000,1.000000,49072.000000,3.000000,N,S
500.000000,F,1.000000,0.000000,27371.800000,3.000000,Y,M
504.000000,M,2.000000,1.000000,71472.900000,3.000000,N,M
505.000000,F,1.000000,0.000000,95405.700000,3.000000,N,M
506.000000,F,1.000000,0.000000,95786.800000,3.000000,Y,S
508.000000,M,1.000000,0.000000,90321.600000,2.000000,N,S
509.000000,M,1.000000,0.000000,90478.600000,4.000000,N,S
510.000000,F,3.000000,2.000000,56187.000000,3.000000,N,M
513.000000,F,2.000000,1.000000,37000.000000,1.000000,N,S
518.000000,M,3.000000,2.000000,29616.000000,3.000000,N,M
520.000000,M,1.000000,0.000000,19732.800000,3.000000,N,M
523.000000,M,3.000000,2.000000,96.330000,4.000000,N,S
526.000000,F,3.000000,2.000000,52004.800000,1.000000,N,M
529.000000,M,3.000000,2.000000,53010.800000,1.000000,N,M
530.000000,M,1.000000,0.000000,75004.500000,5.000000,N,M
533.000000,M,1.000000,0.000000,19749.300000,4.000000,N,M
534.000000,M,2.000000,1.000000,57626.900000,3.000000,Y,S
535.000000,M,3.000000,2.000000,20078.000000,2.000000,N,M
536.000000,F,3.000000,2.000000,47902.000000,2.000000,N,M
541.000000,M,2.000000,1.000000,7545.960000,1.000000,Y,M
547.000000,F,1.000000,0.000000,78851.300000,3.000000,N,S
548.000000,F,2.000000,1.000000,17540.700000,4.000000,Y,S
549.000000,F,1.000000,0.000000,83891.900000,4.000000,Y,M
550.000000,F,3.000000,2.000000,28220.800000,3.000000,N,M
552.000000,F,1.000000,0.000000,28589.100000,1.000000,N,S
554.000000,F,3.000000,2.000000,5237.630000,3.000000,N,M
557.000000,M,3.000000,2.000000,89459.900000,4.000000,N,S
560.000000,F,2.000000,1.000000,13576.500000,3.000000,N,S
561.000000,F,1.000000,0.000000,81710.900000,4.000000,N,S
564.000000,F,3.000000,2.000000,67388.000000,4.000000,N,M
565.000000,F,2.000000,1.000000,57063.000000,4.000000,Y,M
566.000000,F,3.000000,2.000000,84166.100000,4.000000,N,M
572.000000,F,2.000000,1.000000,7737.940000,3.000000,N,S
573.000000,M,3.000000,2.000000,100020.000000,3.000000,N,S
574.000000,F,3.000000,2.000000,45287.600000,2.000000,Y,M
575.000000,F,3.000000,2.000000,59613.100000,2.000000,N,M
577.000000,F,2.000000,1.000000,16326.700000,3.000000,N,S
580.000000,F,3.000000,2.000000,9559.780000,4.000000,N,S
583.000000,F,3.000000,2.000000,42031.800000,3.000000,N,M
585.000000,F,3.000000,2.000000,83284.100000,2.000000,Y,M
586.000000,M,2.000000,1.000000,39229.100000,2.000000,N,M
587.000000,F,2.000000,1.000000,68427.400000,3.000000,N,D
589.000000,M,1.000000,0.000000,3601.710000,3.000000,N,S
591.000000,F,1.000000,0.000000,98716.300000,4.000000,N,S
592.000000,F,3.000000,2.000000,66182.700000,4.000000,Y,S
593.000000,F,3.000000,2.000000,84789.300000,3.000000,N,S
595.000000,F,3.000000,2.000000,35976.500000,3.000000,Y,M
596.000000,F,1.000000,0.000000,32703.100000,5.000000,Y,M
598.000000,F,3.000000,2.000000,8204.720000,4.000000,N,M
599.000000,M,2.000000,1.000000,97180.400000,3.000000,N,M
601.000000,F,3.000000,2.000000,38280.000000,2.000000,N,S
602.000000,M,1.000000,0.000000,64136.600000,4.000000,Y,S
604.000000,F,3.000000,2.000000,45429.700000,4.000000,Y,M
606.000000,F,1.000000,0.000000,25285.500000,4.000000,N,S
607.000000,F,3.000000,2.000000,77551.100000,2.000000,Y,M
608.000000,F,1.000000,0.000000,38538.400000,1.000000,N,M
609.000000,F,1.000000,0.000000,69350.500000,4.000000,Y,S
616.000000,M,3.000000,2.000000,43634.500000,1.000000,N,S
620.000000,F,2.000000,1.000000,13109.100000,4.000000,N,S
621.000000,M,2.000000,1.000000,92647.500000,4.000000,N,S
622.000000,M,3.000000,2.000000,21021.600000,4.000000,Y,S
623.000000,M,1.000000,0.000000,74460.700000,4.000000,Y,S
626.000000,F,3.000000,2.000000,28787.400000,3.000000,N,S
629.000000,M,2.000000,1.000000,13091.600000,4.000000,N,M
632.000000,F,3.000000,2.000000,62061.800000,3.000000,Y,M
633.000000,F,2.000000,1.000000,20550.900000,1.000000,Y,M
636.000000,M,3.000000,2.000000,1765.410000,1.000000,N,M
639.000000,F,3.000000,2.000000,19131.100000,4.000000,N,S
645.000000,M,3.000000,2.000000,42750.300000,3.000000,Y,M
647.000000,F,3.000000,2.000000,2842.550000,3.000000,N,S
648.000000,M,3.000000,2.000000,22358.100000,4.000000,N,M
650.000000,M,1.000000,0.000000,47870.800000,2.000000,Y,M
651.000000,F,3.000000,2.000000,6440.460000,3.000000,Y,S
652.000000,F,1.000000,0.000000,7325.500000,2.000000,N,S
654.000000,M,3.000000,2.000000,28766.900000,3.000000,N,M
656.000000,M,2.000000,1.000000,5252.290000,1.000000,N,M
660.000000,M,3.000000,2.000000,91272.200000,1.000000,Y,M
666.000000,M,1.000000,0.000000,69000.000000,4.000000,Y,S
670.000000,M,3.000000,2.000000,1406.050000,1.000000,Y,M
672.000000,F,1.000000,0.000000,73228.300000,3.000000,N,S
673.000000,F,3.000000,2.000000,76231.900000,4.000000,N,S
678.000000,M,2.000000,1.000000,64792.300000,4.000000,N,M
681.000000,F,1.000000,0.000000,93322.100000,3.000000,Y,S
686.000000,M,2.000000,1.000000,63437.300000,4.000000,N,M
690.000000,M,3.000000,2.000000,49910.700000,4.000000,Y,M
692.000000,M,1.000000,0.000000,76161.400000,3.000000,Y,M
693.000000,F,3.000000,2.000000,55860.000000,1.000000,Y,M
694.000000,F,2.000000,1.000000,12686.000000,5.000000,N,S
702.000000,M,3.000000,2.000000,57360.800000,4.000000,Y,M
703.000000,M,2.000000,1.000000,92414.700000,3.000000,Y,M
704.000000,M,2.000000,1.000000,60102.700000,3.000000,N,M
706.000000,F,3.000000,2.000000,17888.700000,3.000000,N,M
707.000000,F,2.000000,1.000000,12526.300000,4.000000,N,S
710.000000,F,3.000000,2.000000,14578.800000,4.000000,Y,S
713.000000,M,1.000000,0.000000,78572.200000,3.000000,Y,M
714.000000,M,2.000000,1.000000,3933.740000,1.000000,N,M
715.000000,F,3.000000,2.000000,48238.800000,2.000000,N,M
717.000000,F,1.000000,0.000000,28770.900000,1.000000,N,M
718.000000,F,3.000000,2.000000,87578.200000,4.000000,Y,M
719.000000,F,3.000000,2.000000,86695.400000,1.000000,N,M
721.000000,F,3.000000,2.000000,76791.200000,3.000000,N,S
725.000000,F,1.000000,0.000000,30763.800000,1.000000,Y,S
726.000000,F,3.000000,2.000000,3193.600000,4.000000,N,M
730.000000,F,1.000000,0.000000,83287.000000,4.000000,N,M
731.000000,M,2.000000,1.000000,2056.060000,1.000000,Y,S
732.000000,F,3.000000,2.000000,7776.600000,2.000000,N,M
733.000000,M,2.000000,1.000000,2067.820000,3.000000,N,M
734.000000,M,1.000000,0.000000,77000.000000,4.000000,N,S
736.000000,F,3.000000,2.000000,69343.300000,3.000000,N,M
737.000000,F,1.000000,0.000000,83287.000000,3.000000,N,M
740.000000,F,1.000000,0.000000,14932.500000,3.000000,N,M
741.000000,F,1.000000,0.000000,27498.100000,4.000000,N,S
743.000000,F,3.000000,2.000000,21419.900000,4.000000,N,M
744.000000,F,3.000000,2.000000,30665.200000,1.000000,Y,M
745.000000,F,2.000000,1.000000,70000.000000,5.000000,Y,M
746.000000,F,3.000000,2.000000,50561.300000,3.000000,N,M
748.000000,F,3.000000,2.000000,23464.000000,4.000000,Y,S
749.000000,F,3.000000,2.000000,194.570000,3.000000,N,M
750.000000,F,2.000000,1.000000,98680.400000,3.000000,Y,M
751.000000,M,1.000000,0.000000,65619.700000,4.000000,Y,M
752.000000,F,2.000000,1.000000,95620.300000,3.000000,Y,M
753.000000,F,1.000000,0.000000,85275.000000,4.000000,N,S
754.000000,F,2.000000,1.000000,66921.400000,3.000000,Y,M
755.000000,F,2.000000,1.000000,98453.600000,5.000000,Y,M
756.000000,F,3.000000,2.000000,94026.800000,2.000000,Y,M
758.000000,F,3.000000,2.000000,57420.000000,4.000000,Y,S
759.000000,M,1.000000,0.000000,66666.000000,3.000000,N,M
761.000000,M,3.000000,2.000000,47639.100000,3.000000,N,M
762.000000,F,3.000000,2.000000,63234.500000,4.000000,Y,M
766.000000,F,3.000000,2.000000,18296.400000,3.000000,Y,M
767.000000,F,1.000000,0.000000,39461.000000,1.000000,N,S
769.000000,F,2.000000,1.000000,70000.000000,4.000000,N,S
771.000000,M,2.000000,1.000000,47371.000000,4.000000,Y,M
772.000000,F,3.000000,2.000000,52957.000000,3.000000,Y,M
773.000000,F,3.000000,2.000000,86747.100000,5.000000,N,S
775.000000,F,2.000000,1.000000,87404.600000,4.000000,N,M
777.000000,F,3.000000,2.000000,85394.000000,1.000000,Y,M
778.000000,F,1.000000,0.000000,2121.360000,3.000000,N,S
779.000000,F,3.000000,2.000000,63566.100000,4.000000,Y,M
782.000000,F,1.000000,0.000000,89813.600000,1.000000,N,S
783.000000,F,3.000000,2.000000,25738.400000,3.000000,N,M
784.000000,F,3.000000,2.000000,82644.200000,2.000000,Y,M
785.000000,F,2.000000,1.000000,27783.600000,1.000000,N,S
788.000000,F,3.000000,2.000000,60485.500000,3.000000,N,M
791.000000,F,3.000000,2.000000,809.430000,2.000000,Y,M
792.000000,M,2.000000,1.000000,76529.800000,4.000000,N,S
793.000000,F,3.000000,2.000000,34577.700000,4.000000,N,M
795.000000,F,1.000000,0.000000,66666.000000,5.000000,N,M
796.000000,F,3.000000,2.000000,19008.400000,4.000000,Y,S
797.000000,F,1.000000,0.000000,98056.300000,4.000000,N,M
798.000000,M,1.000000,0.000000,80000.000000,4.000000,Y,M
800.000000,M,1.000000,0.000000,78894.200000,4.000000,N,M
801.000000,M,2.000000,1.000000,16432.100000,1.000000,Y,S
802.000000,M,2.000000,1.000000,62797.900000,2.000000,N,S
803.000000,M,2.000000,1.000000,71329.900000,3.000000,Y,S
807.000000,F,1.000000,0.000000,20913.600000,4.000000,N,S
810.000000,F,2.000000,1.000000,540.400000,3.000000,Y,S
814.000000,M,3.000000,2.000000,67339.800000,1.000000,N,M
816.000000,M,2.000000,1.000000,75799.900000,3.000000,N,M
817.000000,F,3.000000,2.000000,15688.500000,4.000000,N,S
